ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact,Contract_Type,Type,Legal_Reference
527,Detection,Arbitration Rules,ID,"aturan arbitrase, ICC, SIAC, LCIA, UNCITRAL, AAA",0,High,"Memilih aturan kelembagaan yang akan mengatur arbitrase, memberikan kepastian prosedural.","Tentukan lembaga arbitrase, aturan, tempat, dan bahasa arbitrase.","Tanpa aturan yang ditunjuk, para pihak dapat membuang waktu untuk negosiasi prosedur.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
528,Detection,Arbitration Rules,FR,"règles d'arbitrage, ICC, SIAC, LCIA",0,High,Sélectionne les règles institutionnelles qui régiront l'arbitrage.,"Spécifier l'institution, les règles, le siège et la langue.","Sans règles désignées, les parties perdent du temps.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
529,Detection,Arbitration Number of Arbitrators,EN,"number of arbitrators, sole arbitrator, three arbitrators",0,Medium,Specifies how many arbitrators will decide the dispute (usually one or three).,"State the number of arbitrators, the method of appointment, and the qualifications required.","Without this clause, the arbitration rules' default may apply, which may not suit the parties' preferences for cost and speed.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
530,Detection,Arbitration Number of Arbitrators,ID,"jumlah arbiter, arbiter tunggal, tiga arbiter",0,Medium,Menentukan berapa banyak arbiter yang akan memutuskan sengketa (biasanya satu atau tiga).,"Tentukan jumlah arbiter, metode penunjukan, dan kualifikasi yang diperlukan.","Tanpa klausul ini, aturan standar mungkin berlaku.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
531,Detection,Arbitration Number of Arbitrators,FR,"nombre d'arbitres, arbitre unique, trois arbitres",0,Medium,Spécifie combien d'arbitres trancheront le litige.,"Indiquer le nombre, la méthode de nomination et les qualifications.","Sans clause, la règle par défaut s'applique.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
532,Detection,Arbitration Language,EN,"arbitration language, language of arbitration, English/French",0,Medium,"Designates the language(s) to be used in the arbitration proceedings, affecting document submission and hearing costs.","Specify the language of arbitration (e.g., English, French, or bilingual) and the treatment of translation.","Without a language clause, the parties may dispute the language, increasing costs and delays.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
533,Detection,Arbitration Language,ID,"bahasa arbitrase, bahasa arbitrase, Inggris/Prancis",0,Medium,"Menentukan bahasa yang akan digunakan dalam proses arbitrase, mempengaruhi biaya.",Tentukan bahasa arbitrase dan perlakuan terjemahan.,"Tanpa klausul bahasa, para pihak dapat berselisih tentang bahasa.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
534,Detection,Arbitration Language,FR,"langue de l'arbitrage, anglais/français",0,Medium,Désigne la langue des procédures arbitrales.,Spécifier la langue et le traitement des traductions.,"Sans clause, les parties peuvent contester la langue.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
535,Detection,Mediation,EN,"mediation, settlement discussions, neutral third party",0,Medium,"Requires the parties to attempt mediation before arbitration or litigation, fostering amicable resolution.","Specify the mediation provider, the mediator selection process, cost sharing, and the confidential nature of mediation.","Without a mediation clause, parties may go straight to costly arbitration or litigation without exploring settlement.",Commercial Agreement; SaaS Agreement,Software,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
536,Detection,Mediation,ID,"mediasi, diskusi penyelesaian, pihak ketiga netral",0,Medium,"Mengharuskan para pihak untuk mencoba mediasi sebelum arbitrase atau litigasi, mendorong penyelesaian damai.","Tentukan penyedia mediasi, proses pemilihan mediator, pembagian biaya, dan sifat rahasia mediasi.","Tanpa klausul mediasi, para pihak dapat langsung ke arbitrase mahal.",Commercial Agreement; SaaS Agreement,Software,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
537,Detection,Mediation,FR,"médiation, discussions de règlement, tiers neutre",0,Medium,Exige une tentative de médiation avant l'arbitrage ou le contentieux.,"Spécifier le prestataire, la sélection du médiateur et la confidentialité.","Sans clause, les parties peuvent aller directement à l'arbitrage.",Commercial Agreement; SaaS Agreement,Software,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
538,Detection,Expert Determination,EN,"expert determination, technical expert, valuation expert",0,Medium,"Provides for referral of specific technical or valuation disputes to an independent expert, avoiding full arbitration.","Specify the type of disputes subject to expert determination, the appointment process, and the binding nature of the expert's decision.","Without an expert determination clause, even technical disputes may go through lengthy arbitration, increasing costs and time.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
539,Detection,Expert Determination,ID,"penentuan ahli, ahli teknis, ahli penilaian",0,Medium,"Menyediakan rujukan sengketa teknis atau penilaian tertentu kepada ahli independen, menghindari arbitrase penuh.","Tentukan jenis sengketa yang tunduk pada penentuan ahli, proses penunjukan, dan sifat mengikat keputusan ahli.","Tanpa klausul, sengketa teknis mungkin melalui arbitrase yang panjang.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
540,Detection,Expert Determination,FR,"détermination par expert, expert technique",0,Medium,Prévoit le recours à un expert indépendant pour certains litiges techniques.,Spécifier les litiges concernés et le caractère contraignant.,"Sans clause, les litiges techniques peuvent suivre un long arbitrage.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
541,Detection,Liquidated Damages (Delay in Construction),EN,"liquidated damages, construction delay, daily penalty",0,High,"Sets a fixed daily penalty for the contractor's delay in completing construction, compensating the owner for lost revenue or additional costs.","Specify the daily rate, a cap (e.g., 10% of contract price), and the mechanism for calculating actual delay.","Without liquidated damages, the owner must prove actual losses, which may be difficult, or the contractor may face an unenforceable penalty.",Construction Agreement,Construction,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
542,Detection,Liquidated Damages (Delay in Construction),ID,"ganti rugi yang ditentukan, keterlambatan konstruksi, penalti harian",0,High,"Menetapkan penalti harian tetap untuk keterlambatan kontraktor dalam menyelesaikan konstruksi, mengkompensasi pemilik atas kehilangan pendapatan.","Tentukan tarif harian, batas, dan mekanisme perhitungan keterlambatan aktual.","Tanpa ganti rugi, pemilik harus membuktikan kerugian aktual.",Construction Agreement,Construction,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
543,Detection,Liquidated Damages (Delay in Construction),FR,"clause pénale, retard de construction, pénalité journalière",0,High,Fixe une pénalité journalière pour le retard du constructeur.,Spécifier le taux journalier et un plafond.,"Sans clause, le propriétaire doit prouver la perte réelle.",Construction Agreement,Construction,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
544,Detection,Change Order,EN,"change order, variation order, work change",0,High,Provides a formal process for requesting and approving changes to the scope of work in construction or service contracts.,"Specify how change orders are requested, priced, approved (in writing), and how they affect the contract price and schedule.","Without a change order clause, disputes arise over whether changes were authorized and how much they should cost.",IT Service Agreement; Consulting Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
545,Detection,Change Order,ID,"perintah perubahan, variasi pekerjaan, perubahan pekerjaan",0,High,Menyediakan proses formal untuk meminta dan menyetujui perubahan ruang lingkup pekerjaan.,"Tentukan bagaimana perubahan diminta, dihargai, disetujui, dan bagaimana pengaruhnya terhadap harga dan jadwal.","Tanpa klausul, sengketa muncul atas otorisasi perubahan.",IT Service Agreement; Consulting Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
546,Detection,Change Order,FR,"ordre de modification, variation des travaux",0,High,Fournit un processus formel pour les changements de périmètre.,"Spécifier la demande, la tarification, l'approbation et l'impact sur le prix.","Sans clause, des litiges surviennent.",IT Service Agreement; Consulting Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
547,Detection,Site Conditions,EN,"site conditions, differing site conditions, unforeseen conditions",0,High,"Allocates the risk of encountering unexpected subsurface or physical conditions at a construction site (e.g., rock, contamination).",Specify the procedure for notifying and claiming additional costs or time due to differing site conditions.,"Without a site conditions clause, the contractor bears the risk of unforeseen conditions, leading to claims or project abandonment.",Commercial Agreement; SaaS Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
548,Detection,Site Conditions,ID,"kondisi lokasi, kondisi lokasi berbeda, kondisi tak terduga",0,High,Mengalokasikan risiko menemukan kondisi bawah permukaan atau fisik yang tidak terduga di lokasi konstruksi.,Tentukan prosedur pemberitahuan dan klaim biaya tambahan.,"Tanpa klausul, kontraktor menanggung risiko kondisi tak terduga.",Commercial Agreement; SaaS Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
549,Detection,Site Conditions,FR,"conditions du site, conditions imprévues",0,High,Alloue le risque de conditions imprévues sur le chantier.,Spécifier la procédure de notification et de réclamation.,"Sans clause, l'entrepreneur supporte le risque.",Commercial Agreement; SaaS Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
551,Detection,Pay-when-paid,ID,"bayar-saat-dibayar, pembayaran bersyarat, pembayaran tergantung penerimaan",0,High,Membuat pembayaran kontraktor utama kepada subkontraktor bersyarat pada penerimaan pembayaran dari pemilik.,Tentukan waktu yang wajar untuk pembayaran setelah penerimaan.,"Tanpa klausul, kontraktor utama harus membayar subkontraktor terlepas dari pembayaran pemilik.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
552,Detection,Pay-when-paid,FR,"paiement à réception, paiement conditionnel",0,High,Subordonne le paiement du sous-traitant à la réception du paiement du maître d'ouvrage.,Spécifier un délai raisonnable.,"Sans clause, l'entrepreneur général doit payer le sous-traitant quand même.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
553,Detection,Pay-if-paid,EN,"pay-if-paid, no obligation to pay if owner defaults",0,High,Shifts the risk of owner non-payment entirely to the subcontractor; the general contractor has no obligation to pay if the owner does not pay.,"Use a clear pay-if-paid clause (as opposed to pay-when-paid) to transfer risk, but be aware that some jurisdictions disallow it.","Without a pay-if-paid clause, the general contractor retains the risk of owner default.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
